smiles,delta_g_kcal_mol,source,role,parent_name,canonical_smiles
O=C([O-1])NC(C)(CC)C=CC1=C2C=CCCN2CCCCC3CC3CCC=C1,-5.12,augment,,,CCC(C)(C=CC1=C2C=CCCN2CCCCC2CC2CCC=C1)NC(=O)[O-]
CCC(C)(O)CCC=C=NC=CC#N,-3.48,augment,,,CCC(C)(O)CCC=C=NC=CC#N
CCC(C)(O)CCCC1=NC2=CC3=NC=C1CC3=N2,-3.01,augment,,,CCC(C)(O)CCCC1=NC2=CC3=NC=C1CC3=N2
C1OC=NNC(C)CC=C1C(C)(C)C=CC=NC=CC(C)CC,-4.57,augment,,,CCC(C)C=CN=CC=CC(C)(C)C1=CCC(C)NN=COC1
CC(=O)NCCC=CC=C=CONC=CC(C)CC,-4.03,augment,,,CCC(C)C=CNOC=C=CC=CCCNC(C)=O
CC(CSC=CC(C)CC)SC=NC=O,-3.18,augment,,,CCC(C)C=CSCC(C)SC=NC=O
CCC(C)CC(=O)C=CC(C)C=O,-3.53,augment,,,CCC(C)CC(=O)C=CC(C)C=O
CCC(C)CCOC=O,-2.71,augment,,,CCC(C)CCOC=O
CCC(C)CCl,-2.26,augment,,,CCC(C)CCl
CC(=O)NC(C[NH1+1]CC1OC(=O)N(C)CC(C)CC)C1,-3.73,augment,,,CCC(C)CN(C)C(=O)OC1C[NH+]CC(NC(C)=O)C1
CCC(C)C[NH1+1](C)C=O,-3.24,augment,,,CCC(C)C[NH+](C)C=O
CC(C)(O)N(NC(=O)CC1N(C)C(C)CC)N=C1C,-3.67,augment,,,CCC(C)N(C)C1CC(=O)NN(C(C)(C)O)N=C1C
CCC(C)N=CCC(C)CCCO,-3.59,augment,,,CCC(C)N=CCC(C)CCCO
CCC(C)NC=COCNC=NC1C(C=CC=C1)C,-4.09,augment,,,CCC(C)NC=COCNC=NC1C=CC=CC1C
COCCCCC1C(C=C2NN1CCNC(C)CC)=C2,-2.12,augment,,,CCC(C)NCCN1NC2=CC(=C2)C1CCCCOC
C1C=CC=CC=CC=C(NC(=O)CCNCNC(C)CC)C1C,-5.39,augment,,,CCC(C)NCNCCC(=O)NC1=CC=CC=CC=CCC1C
CCC(C)NN(C)NC(=O)C1=CC1O,-3.56,augment,,,CCC(C)NN(C)NC(=O)C1=CC1O
O=CC=CC1=C(COC=N1)CCCCOC(C)CC,-3.17,augment,,,CCC(C)OCCCCC1=C(C=CC=O)N=COC1
CC(=O)N1CCC(C2)=C1C2OCCC(C=CC=CC(=O)C=C[O-1])CC,-4.36,augment,,,CCC(C=CC=CC(=O)C=C[O-])CCOC1CC2=C1N(C(C)=O)CC2
CCC(C=CC=O)=CC=NCC(C1)CCC1,-3.34,augment,,,CCC(C=CC=O)=CC=NCC1CCCC1
O=C(CC=CC(CC=C=CC=CNC)CC)CCCC=CN1CC1,-3.34,augment,,,CCC(C=CCC(=O)CCCC=CN1CC1)CC=C=CC=CNC
CC[C@@H1](CC)C=O,-2.81,augment,,,CCC(C=O)CC
COC(=O)CC(C(=O)NC=C1CCCC1CF)CC,-2.84,augment,,,CCC(CC(=O)OC)C(=O)NC=C1CCCC1CF
CC[C@@H1](CC)CC=O,-3.0,augment,,,CCC(CC)CC=O
CCC(CC)N1C=C(C1C)CC(C)CCOC=CC2=NN2,-3.98,augment,,,CCC(CC)N1C=C(CC(C)CCOC=CC2=NN2)C1C
CC[C@@H1](CC)ONCC(=O)NCCC[C@@H1](C)N=CC(C)CC(=O)C,-1.4,augment,,,CCC(CC)ONCC(=O)NCCC[C@@H](C)N=CC(C)CC(C)=O
CCC(CC)C1=C2C3=NC=C1C(=O)CCCCC2C=N3,-4.12,augment,,,CCC(CC)c1c2cnc3c1C(C=N3)CCCCC2=O
C1C=NC=CC=C1CC(CC)NCCC#N,-3.63,augment,,,CCC(CC1=CC=CN=CC1)NCCC#N
CNC(=O)COSCC=C=NCC(CCC1C=C1)CC,-2.57,augment,,,CCC(CCC1C=C1)CN=C=CCSOCC(=O)NC
CCC(OC)CCC=CC=O,-3.21,augment,,,CCC(CCC=CC=O)OC
C1CC=CC=C1CC(CC)(OC)CCC=CCSCC=O,-3.3,augment,,,CCC(CCC=CCSCC=O)(CC1=CC=CCC1)OC
CCC(NCOC=O)CCF,-2.3,augment,,,CCC(CCF)NCOC=O
CC1C[C@@H1]1NSNCCCC=CCCCC=C(Cl)CC,-3.05,augment,,,CCC(Cl)=CCCCC=CCCCNSN[C@H]1CC1C
NC=NC=CC[C@@H1](C(=O)[O-1])CC=NC(Cl)CC,-3.49,augment,,,CCC(Cl)N=CC[C@@H](CC=CN=CN)C(=O)[O-]
CC(C)CC=CCOC(C=O)CCNCC(F)CC,-1.82,augment,,,CCC(F)CNCCC(C=O)OCC=CCC(C)C
CCC(C1C=C1)NC[NH3+1],-2.83,augment,,,CCC(NC[NH3+])C1C=C1
CCC(PC)(O)N1CCO[C@@H1](C)CC1CNCC=NC(C)CCC=O,-1.79,augment,,,CCC(O)(PC)N1CCO[C@@H](C)CC1CNCC=NC(C)CCC=O
CCC(SC=NC)(O)C(=O)C=O,-2.62,augment,,,CCC(O)(SC=NC)C(=O)C=O
CCC(O)C(CCNC1=NC=CC=C1C=CC=CCC=CC2=CCON)CC2,-5.06,augment,,,CCC(O)C1CCNc2ncccc2C=CC=CCC=CC(=CCON)CC1
CCC(O)CCC1(C)C=C1F,-3.67,augment,,,CCC(O)CCC1(C)C=C1F
COCC1CC(NC1CCCC(CC)O)CCCCF,-2.46,augment,,,CCC(O)CCCC1NC(CCCCF)CC1COC
CC(C)C=C1C=C1CCC([NH3+1])C(OO)CC,-3.58,augment,,,CCC(OO)C([NH3+])CCC1=CC1=CC(C)C
CCC1(C)C#C1,-2.44,augment,,,CCC1(C)C#C1
CC(C1)(CC)CC=C1CCNC(=O)NC2=CC=NN(N)CCC=CN3CC23NC4C=N4,-5.07,augment,,,CCC1(C)CC=C(CCNC(=O)NC2=CC=NN(N)CCC=CN3CC23NC2C=N2)C1
CC/C1(C\CC=C1SCCC(=O)N)C=O,-2.87,augment,,,CCC1(C=O)CCC=C1SCCC(N)=O
CO[C@H1](O1)C1(CC)CC=CC=CBr,-3.28,augment,,,CCC1(CC=CC=CBr)O[C@H]1OC
C[C@H1](C)OC=C(CC=[C@H1][NH1+1]C1OC2(CC)C13)NC3CCC[NH1+1]C4CCCC=C4C=C2,-4.39,augment,,,CCC12C=CC3=CCCCC3[NH+]CCCC3NC(=COC(C)C)CC=C[NH+]C(O1)C32
C1OC=C2C3=C4C=C1C(C)C(C)=C4CC23CC,-4.38,augment,,,CCC12CC3=C(C)C(C)C4=CC3=C1C2=COC4
C12CCC2(CCCC(C)CCC3=C1C3)CC,-4.66,augment,,,CCC12CCCC(C)CCC3=C(C3)C1CC2
CCC1(CNC(O)C(C)=COCCCC=C1C2=NN=O)C(C)=C2,-4.79,augment,,,CCC12CNC(O)C(C)=COCCCC=C1C(=NN=O)C=C2C
C1=CCCC=C1C(C)CCCC=CC=CC2(C3)OCC32CC,-4.42,augment,,,CCC12COC1(C=CC=CCCCC(C)C1=CCCC=C1)C2
CCC12NC(=O)N=C1CC3CC3OC=C2OC,-3.49,augment,,,CCC12NC(=O)N=C1CC1CC1OC=C2OC
CC1=C(CC)CC(C=C(N)C(CN1)CCNC=CNC)CC2C#C2,-3.46,augment,,,CCC1=C(C)NCC(CCNC=CNC)C(N)=CC(CC2C#C2)C1
CCC1=C(C=CCC1C)C=O,-3.63,augment,,,CCC1=C(C=O)C=CCC1C
CNNC(=O)NCN1CNC(C2)CC=CC3=C2C1=C=C3CC,-4.87,augment,,,CCC1=C=C2C3=C1C=CCC(C3)NCN2CNC(=O)NNC
CCC=1C(C=O)C=C=1,-3.27,augment,,,CCC1=C=CC1C=O
C1CCC(N)CC[NH1+1]CC(C)(C)C=CC=CC#CN=C=C1CC,-5.68,augment,,,CCC1=C=NC#CC=CC=CC(C)(C)C[NH+]CCC(N)CCC1
OC1[NH2+1][C@@H1](C)NCCCCC=C(C)C=C1CC,-4.3,augment,,,CCC1=CC(C)=CCCCCN[C@H](C)[NH2+]C1O
CCC(=C1)N=C1C=CC=CC2=C(C=O)CC=CC=CC2C,-4.54,augment,,,CCC1=CC(C=CC=CC2=C(C=O)CC=CC=CC2C)=N1
C1C=CC1CNCCC=C=CNCN2CC(O)C=C2CC,-3.36,augment,,,CCC1=CC(O)CN1CNC=C=CCCNCC1C=CC1
CCC1=CC2C=C1CCC=NC=CC(O)[NH1]2,-4.09,augment,,,CCC1=CC2C=C1CCC=NC=CC(O)N2
CCC1=CC(NCCC=C1C(O)CC2N=O)C(F)CC2,-3.77,augment,,,CCC1=CC2NCCC=C1C(O)CC(N=O)CCC2F
N[C@@H1](C)C=CC=CNCC1C=CCCCN(SC)C(C)=CC=C1CC,-4.67,augment,,,CCC1=CC=C(C)N(SC)CCCC=CC1CNC=CC=C[C@H](C)N
O=C(CNNCC1NC)CN1CCCC(C)C2C=CC=C2CC,-3.77,augment,,,CCC1=CC=CC1C(C)CCCN1CC(=O)CNNCC1NC
COC=CN=CC1CCC=CC=CNC(=O)CC=C(CNN1C)CC,-4.4,augment,,,CCC1=CCC(=O)NC=CC=CCCC(C=NC=COC)N(C)NC1
CC1C=C1C=CC(C)OC=CN=C(C=O)N(C23)C2CC=C3CC,-3.96,augment,,,CCC1=CCC2C1N2C(C=O)=NC=COC(C)C=CC1=CC1C
C1C(C)[NH1+1]1C=NC=C2CCCC=C2CC,-4.54,augment,,,CCC1=CCCCC1=CN=C[NH+]1CC1C
CC(C)(F)[C@@H1](NC(=O)[C@@H1]=CCCCC=C1CC)CC=C1,-4.51,augment,,,CCC1=CCCCC=CC(=O)N[C@H](C(C)(C)F)CC=C1
CC(C)CC=CC=C1C=C(Cl)OCCCC=C1CC,-4.51,augment,,,CCC1=CCCCOC(Cl)=CC1=CC=CCC(C)C
C1OCCC=C(CC)C=CNC=C2N(C)[C@H1](CC2)C(C)=CC=CC=C1,-4.93,augment,,,CCC1=CCCOCC=CC=CC=C(C)[C@H]2CCC(=CNC=C1)N2C
C1C=CC=C(COC)CCCN[C@@H1](C=CC=CN=O)CCC=C1CC,-5.11,augment,,,CCC1=CCC[C@H](C=CC=CN=O)NCCCC(COC)=CC=CC1
COC=CC=C/C(=N)N=C(C)C1=CC=NN(C=CC2(C3)C=C31)C=C2CC,-5.14,augment,,,CCC1=CN2C=CC13C=C(C3)C(C(C)=NC(=N)C=CC=COC)=CC=N2
O=C(C1=CC=C2N=C1)OCCC=CC=NC=C(CC)C3NC2C=CC=CCC=CC=CC=CC(OC)C3,-5.86,augment,,,CCC1=CN=CC=CCCOC(=O)c2ccc(nc2)C2C=CC=CCC=CC=CC=CC(OC)CC1N2
FC1=CC=C(C)N1C2CC=CC3=C2NCCCNC(C)NC=NC=C3CC,-4.89,augment,,,CCC1=CN=CNC(C)NCCCNC2=C1C=CCC2n1c(C)ccc1F
CCC1=CNC(C)N1C=O,-3.12,augment,,,CCC1=CNC(C)N1C=O
C1C=CC=CCCCOC(O)C2CCC=CC=C2OC=C1CC,-4.67,augment,,,CCC1=COC2=CC=CCCC2C(O)OCCCC=CC=CC1
C1COC=C(N1CCCNCCOC)CC,-3.19,augment,,,CCC1=COCCN1CCCNCCOC
CCC1=CSCC1CNC(=N)NC2=CC=CC=C[NH1]CC2,-4.58,augment,,,CCC1=CSCC1CNC(=N)NC1=CC=CC=CNCC1
CCC1=C[NH1+1](C=N)C=C1N[C@H1](C2)C(C)=CC2CF,-3.83,augment,,,CCC1=C[NH+](C=N)C=C1N[C@@H]1CC(CF)C=C1C
CCC1N(CCl)CC(=O)CC#C1,-3.5,augment,,,CCC1C#CCC(=O)CN1CCl
CCC(C1[NH1+1]C=NCN(N)CN)C(=O)C1C(N)C=CCC(=O)C=O,-3.36,augment,,,CCC1C(=O)C(C(N)C=CCC(=O)C=O)C1[NH+]C=NCN(N)CN
CC1C=CC=CC(=O)C(C(=O)[NH1+1]CC=CC(C)OC1C=C=O)CC,-5.13,augment,,,CCC1C(=O)C=CC=CC(C)C(C=C=O)OC(C)C=CC[NH+]C1=O
C1C=C1NCC(C2CC)CC=CC=CC=CC=C2C=C=O,-4.31,augment,,,CCC1C(C=C=O)=CC=CC=CC=CCC1CNC1=CC1
C1C(O)C2=C1CC(C2CC)OCCC(C)C=CO,-3.84,augment,,,CCC1C2=C(CC2O)CC1OCCC(C)C=CO
COC=CC=C(C=CC1=N)C=C(N2)C=C1CC=CN(C)OC3=C2C3CC,-4.82,augment,,,CCC1C2=C1ON(C)C=CCC1=CC(=CC(=CC=COC)C=CC1=N)N2
C12CC=CC3=C1/CC=N[C@H1](CCC=NC=CCC4C=C4C3CC)C2,-5.18,augment,,,CCC1C2=CC2CC=CN=CCC[C@@H]2CC3CC=CC1=C3CC=N2
CCC1NC2(C=CC=O)CCC2NC(C)=C1,-4.06,augment,,,CCC1C=C(C)NC2CCC2(C=CC=O)N1
CCC1C=CC(CCOC1C(C)C=C(OC)CS)C=O,-3.03,augment,,,CCC1C=CC(C=O)CCOC1C(C)C=C(CS)OC
C1OC=CNCCNC2=CC=C1C=CC2CC,-4.06,augment,,,CCC1C=CC2=CC=C1NCCNC=COC2
CCC1C=CC=C1CCC=CNPNC(=O)NC=O,-4.03,augment,,,CCC1C=CC=C1CCC=CNPNC(=O)NC=O
CNC(=O)[NH1+1]1C(CC)C=CC=CC#COC[NH1+1]CCCCO1,-4.53,augment,,,CCC1C=CC=CC#COC[NH+]CCCCO[NH+]1C(=O)NC
CC(C)CC1NC(C)CC12C(C)C(=O)C=CC=CC2CC,-4.35,augment,,,CCC1C=CC=CC(=O)C(C)C12CC(C)NC2CC(C)C
C1CCC1C23OCCC=C2C=C[NH1]C=CC=C3NC4OC=CC4CC,-5.16,augment,,,CCC1C=COC1NC1=CC=CNC=CC2=CCCOC21C1CCC1
CC1CCNCN2C(=O)C=CC=CC=CC=NC=C2C(CC)C=NC1,-4.88,augment,,,CCC1C=NCC(C)CCNCN2C(=O)C=CC=CC=CC=NC=C12
CCC(C(C)C1NC=O)NC=C(C)CC1CC,-3.63,augment,,,CCC1CC(C)=CNC(CC)C(C)C1NC=O
CCC1CC(C)CN2C=C12,-3.29,augment,,,CCC1CC(C)CN2C=C12
CC1[NH2+1]C=NC=CC1CC(=O)C2=C=C=C(CC2CC)S,-3.82,augment,,,CCC1CC(S)=C=C=C1C(=O)CC1C=CN=C[NH2+]C1C
CCC(C1)[C@H1]2NC=CC=C2C(=O)CC3=CC=CC=C1C4=NC5=CCC4CC35,-5.57,augment,,,CCC1CC2=CC=CC=C(CC(=O)C3=CC=CN[C@@H]31)C1CC3CC=C1N=C23
CCC1CC2CCN1CC(=O)C3CC=CN=C2C=CC=CS3,-4.96,augment,,,CCC1CC2CCN1CC(=O)C1CC=CN=C2C=CC=CS1
CCC1CC=CN[C@H1]1C=O,-3.44,augment,,,CCC1CC=CN[C@H]1C=O
CCC1CC=NNN1N=O,-3.9,augment,,,CCC1CC=NNN1N=O
CCC1CCC(O)C=C1C(=O)CCCC(N)COC,-1.99,augment,,,CCC1CCC(O)C=C1C(=O)CCCC(N)COC
CCC1CCC2C=C21,-2.99,augment,,,CCC1CCC2C=C21
CCC1CCC2CCCC(C=C(C)CC=CC=C2)CN1,-4.59,augment,,,CCC1CCC2C=CC=CCC(C)=CC(CCC2)CN1
CCC1CCC=C1CC=C(C=CC=C2C=C2NC=NC=N)CSSCl,-4.84,augment,,,CCC1CCC=C1CC=C(C=CC=C1C=C1NC=NC=N)CSSCl
C1CN(C=O)OCCC=CCCC(CC)CCCS1,-4.36,augment,,,CCC1CCC=CCCON(C=O)CCSCCC1
CCC1CCC=NN1C=O,-3.37,augment,,,CCC1CCC=NN1C=O
CCC(SC[NH1+1]CCN(C)CNCCC(C1)C)CCCC1=NONC,-4.26,augment,,,CCC1CCCC(=NONC)CC(C)CCNCN(C)CC[NH+]CS1
CCC1CCCCN1CCNN(C)CCC(C)CCC2=NN2S,-1.63,augment,,,CCC1CCCCN1CCNN(C)CCC(C)CCC1=NN1S
CCC(NC[NH1+1][NH1+1](C)CCC1)CCCCO1,-3.63,augment,,,CCC1CCCCOCCC[NH+](C)[NH+]CN1
CCC1CC[C@H1](C)CC1CC2C=CC=CC2C=O,-4.41,augment,,,CCC1CC[C@H](C)CC1CC1C=CC=CC1C=O
CC(=O)ONC(=O)N(CC1CC)[NH1]C=C1[O-1],-3.81,augment,,,CCC1CN(C(=O)NOC(C)=O)NC=C1[O-]
CC1(C)C(CC)CN1NC(=O)C=O,-4.25,augment,,,CCC1CN(NC(=O)C=O)C1(C)C
CC(C)[NH1+1](CCCCC=O)CNC(C)NCC1C(C)OCC1CC,-2.15,augment,,,CCC1COC(C)C1CNC(C)NC[NH+](CCCCC=O)C(C)C
CCC1OC(COC1)C=O,-3.4,augment,,,CCC1COCC(C=O)O1
CCC1CC2=CC=CC=C12,-3.53,augment,,,CCC1Cc2ccccc21
CCC1NCCCO1,-3.22,augment,,,CCC1NCCCO1
CCC1NNCCCC2(CCCC=C2C=CC=C13)CC3(C)N,-5.27,augment,,,CCC1NNCCCC23CCCC=C2C=CC=C1C(C)(N)C3
COC=CSC=CC=C(SC1CC)OO1,-3.49,augment,,,CCC1OOC(=CC=CSC=COC)S1
CCC=C(C)CC(C(C=O)O)NCC1SC1O,-2.42,augment,,,CCC=C(C)CC(NCC1SC1O)C(O)C=O
CCC=C(C)CC1(C[NH1+1](C)CCC)NC=CC(C)=C1,-3.84,augment,,,CCC=C(C)CC1(C[NH+](C)CCC)C=C(C)C=CN1
CCC=C(C)CCCSC(C)C1NC2CC3CC=C2NN3C#C1,-3.9,augment,,,CCC=C(C)CCCSC(C)C1C#CN2NC3=CCC2CC3N1
CCC=C(C)CN=C(F)N=C(C=CCC=NC=CC=O)Cl,-3.71,augment,,,CCC=C(C)CN=C(F)N=C(Cl)C=CCC=NC=CC=O
CCC=C(C)NOC(=O)C1C2C=CCC1C2CCCCC,-3.9,augment,,,CCC=C(C)NOC(=O)C1C2C=CCC1C2CCCCC
CCC=C(C=NN)C=CCF,-2.78,augment,,,CCC=C(C=CCF)C=NN
CC(C)NC=CC(OCCNC=O)=CCC,-2.86,augment,,,CCC=C(C=CNC(C)C)OCCNC=O
CCC=C(N)C(C)C=CC=O,-3.96,augment,,,CCC=C(N)C(C)C=CC=O
CCC=C(N)COC=O,-2.38,augment,,,CCC=C(N)COC=O
CCC=C1C(C)=CC=CC=C1CCCCCCCCC(SC)CC2C(O)CC2,-3.67,augment,,,CCC=C1C(C)=CC=CC=C1CCCCCCCCC(CC1CCC1O)SC
CCC=C1N2CCCNC(O)C2C1[C@@H1](C)CCCCC,-3.72,augment,,,CCC=C1C([C@@H](C)CCCCC)C2C(O)NCCCN12
CCC=C(C1C=C2CCCN)C1CCC=CC2,-4.45,augment,,,CCC=C1C2C=C(CCCN)CC=CCCC12
CCC=C1C=C1NC([NH1+1])CCCC=CC=C2NC=CC23CC3ON=O,-3.42,augment,,,CCC=C1C=C1NC([NH+])CCCC=CC=C1NC=CC12CC2ON=O
CCC=C(CCCOC1(CC2)CCCCCC=CC=CC=CF)C=CC21,-4.4,augment,,,CCC=C1C=CC2CCC2(CCCCCC=CC=CC=CF)OCCC1
CCC=C(N(C)C(=C1)NCC=NCNC=CCCCC=O)C=C1,-3.21,augment,,,CCC=C1C=CC=C(NCC=NCNC=CCCCC=O)N1C
CCC=C1C=CNC1=O,-3.55,augment,,,CCC=C1C=CNC1=O
CCC=C(CCCC(C)NC1=C2CN)CCC=CC1C2C=O,-4.11,augment,,,CCC=C1CCC=CC2C(=C(CN)C2C=O)NC(C)CCC1
CCC=C1CC(C=CC(C2)(C)CCC1)C2,-4.37,augment,,,CCC=C1CCCC2(C)C=CC(CC2)C1
CC(C(C1)=NC2=CCC)=CC=C2OCC1=C=CC3CC=CC=C3,-5.01,augment,,,CCC=C1N=C2CC(=C=CC3C=CC=CC3)COC1=CC=C2C
CCC=C1C(=O)C2CCCC=C2C(=O)NN1,-4.21,augment,,,CCC=C1NNC(=O)C2=CCCCC2C1=O
CCC=C=C=C(C=O)C=CC(F)C=CF,-3.21,augment,,,CCC=C=C=C(C=O)C=CC(F)C=CF
CCC=C=CC=CC=CC=CC(C)CC=CC=CC=CN=O,-4.52,augment,,,CCC=C=CC=CC=CC=CC(C)CC=CC=CC=CN=O
O=C(CNC=CC=C=CCC)NC,-3.3,augment,,,CCC=C=CC=CNCC(=O)NC
CCC=C=NC1=C(CCC=C1C=O)OC,-3.54,augment,,,CCC=C=NC1=C(OC)CCC=C1C=O
CC1OC(=O)N1CN(C=CC=O)CCN=C=CCC,-3.46,augment,,,CCC=C=NCCN(C=CC=O)CN1C(=O)OC1C
CCC=C=NCCNCCCCC1CC1F,-3.07,augment,,,CCC=C=NCCNCCCCC1CC1F
CCC=C=O,-2.9,augment,,,CCC=C=O
CCC=CC#COCCC,-2.94,augment,,,CCC=CC#COCCC
CCC=CC(=O)CCCNC,-2.59,augment,,,CCC=CC(=O)CCCNC
CCC=CC(=O)N(C)C=O,-3.36,augment,,,CCC=CC(=O)N(C)C=O
CCC=CC(C(=O)C=O)C(C1)CC=C(C=NN(C)CNC1)OCCCC,-3.89,augment,,,CCC=CC(C(=O)C=O)C1CC=C(OCCCC)C=NN(C)CNCC1
CCC=CC(C)(O)NC=C=CSBr,-2.98,augment,,,CCC=CC(C)(O)NC=C=CSBr
CCC=CC(C)OC=O,-3.0,augment,,,CCC=CC(C)OC=O
CCC=CC(CCOCCC=O)C=CC=CF,-2.77,augment,,,CCC=CC(C=CC=CF)CCOCCC=O
CCC=CC(CNNC(C)OC=O)C=CF,-2.39,augment,,,CCC=CC(C=CF)CNNC(C)OC=O
CCC=CC(CCl)N=[C@H1]OCCC(C1)C1=CC=CCCC,-3.47,augment,,,CCC=CC(CCl)N=COCCC1CC1=CC=CCCC
O=CNC=CC=CCCC(C)=CC=CC=C(N)C=CCC,-4.07,augment,,,CCC=CC(N)=CC=CC=C(C)CCC=CC=CNC=O
COC=CC=C(O)C=NC(C=CCC)=NC,-2.87,augment,,,CCC=CC(N=CC(O)=CC=COC)=NC
CCC=CC(C1)=C1CCCC,-2.69,augment,,,CCC=CC1=C(CCCC)C1
C1COC1C2C3=CC4=C2CCC3NC=C4C=CCC,-4.22,augment,,,CCC=CC1=CNC2CCC3=C1C=C2C3C1CCO1
CCC=CC1C=C1OCCNCCC=NC=CN=CSCSCCC(=O)CC,-2.66,augment,,,CCC=CC1C=C1OCCNCCC=NC=CN=CSCSCCC(=O)CC
CCC=CC(C1C2C=N)C=C1CNCC(C)=CC2C(C)C(F)F,-3.87,augment,,,CCC=CC1C=C2CNCC(C)=CC(C(C)C(F)F)C(C=N)C21
CCC=CC(CNCCCCCCC=C1CC2=NCNN2)C1,-4.11,augment,,,CCC=CC1CNCCCCCCC=C(CC2=NCNN2)C1
CCC=CC(SN1CC=CC(C)[NH1+1]NCC2C1)C(OC)=C2,-4.07,augment,,,CCC=CC1SN2CC=CC(C)[NH+]NCC(C=C1OC)C2
CCC=CC=C(C)C(=O)CCCN(O)C,-3.61,augment,,,CCC=CC=C(C)C(=O)CCCN(C)O
CCC=CC=C(/C=NCC=CC=O)C1=C=N1,-3.34,augment,,,CCC=CC=C(C=NCC=CC=O)C1=C=N1
CCC=CC=C(N)C(=O)C[NH2+1]C1C(C)(C)N1,-4.1,augment,,,CCC=CC=C(N)C(=O)C[NH2+]C1NC1(C)C
CCC=CC=C(N)C(=O)NC(O)C=CC1=NC1(C)OCC,-4.16,augment,,,CCC=CC=C(N)C(=O)NC(O)C=CC1=NC1(C)OCC
CCC=CC=C(O)C=O,-3.12,augment,,,CCC=CC=C(O)C=O
CCC=CC=C(N(C=O)O[C@@H1](CC)C1C)C1=NCNOC,-3.57,augment,,,CCC=CC=C1C(=NCNOC)C(C)[C@H](CC)ON1C=O
CCC=CC=C1C=C1NCOC(OC)[C@@H1](C)CC(C)CSSCC,-3.43,augment,,,CCC=CC=C1C=C1NCOC(OC)[C@@H](C)CC(C)CSSCC
CCC=CC=C(C=CC1CCC(C)C=O)C2=C3CC132,-4.59,augment,,,CCC=CC=C1C=CC(CCC(C)C=O)C23CC2=C13
CCC=CC=C1C=CC=CC1(N(C=O)C2)COCC2C,-4.43,augment,,,CCC=CC=C1C=CC=CC12COCC(C)CN2C=O
CCC=CC=C(OC(CC=O)([NH1+1])[C@H1]1C)CC=C1C,-3.19,augment,,,CCC=CC=C1CC=C(C)[C@H](C)C([NH+])(CC=O)O1
CCC=CC=C1CCCNC1C=O,-3.52,augment,,,CCC=CC=C1CCCNC1C=O
CCC=CC=C1CNCC[NH2+1]C2C=CC=CC=CCCC12O,-4.37,augment,,,CCC=CC=C1CNCC[NH2+]C2C=CC=CC=CCCC12O
CCC=CC=C(C1CC=C(C)S(=O)(=O)NC2=NC=CC2)COC#CCCCC1,-5.61,augment,,,CCC=CC=C1COC#CCCCCC1CC=C(C)S(=O)(=O)NC1=NC=CC1
CCC=CC=C=[C@@H1]N(CCC1=O)NC(C2)=C21,-3.93,augment,,,CCC=CC=C=CN1CCC(=O)C2=C(C2)N1
CCC=CC=C=CO[C@@H1](C1C)C2=[C@@H1]CCCCC(C)C2CC1=O,-5.1,augment,,,CCC=CC=C=CO[C@@H]1C2=CCCCCC(C)C2CC(=O)C1C
CCC=CC=C=NN(CN)CC=CC=CC=NC(CC=COSNC[NH1+1]C)CCCC,-3.36,augment,,,CCC=CC=C=NN(CN)CC=CC=CC=NC(CC=COSNC[NH+]C)CCCC
CCC=CC=CC(NC(=S)N1N([NH1+1])CCC1C)=CCNSNC(O)C,-1.99,augment,,,CCC=CC=CC(=CCNSNC(C)O)NC(=S)N1C(C)CCN1[NH+]
CCC=CC=CC(=O)CCCCCC1(N)C(=O)C1C,-3.07,augment,,,CCC=CC=CC(=O)CCCCCC1(N)C(=O)C1C
CCC=CC=CC(=O)N(O1)CCCCCCCCN2CC=CCC2C1,-4.8,augment,,,CCC=CC=CC(=O)N1CCCCCCCCN2CC=CCC2CO1
CCC=CC=CC1=C[C@@H1]1CCSC=O,-3.81,augment,,,CCC=CC=CC1=C[C@@H]1CCSC=O
CCC=CC=CC1NCC(C2)C=CC=CN(C)CC=C12,-4.61,augment,,,CCC=CC=CC1NCC2C=CC=CN(C)CC=C1C2
CCCC=CC=CC=CC(N)C=CC(NCC)=CC=CC=CCC,-3.94,augment,,,CCC=CC=CC=C(C=CC(N)C=CC=CC=CCCC)NCC
CCC=CC=CC=C/C=C/SC1C2C13CC(C)=C2C3,-4.22,augment,,,CCC=CC=CC=C/C=C/SC1C2C3=C(C)CC12C3
CCC=CC=CC=C(C(=O)CCCNCC1C=C1C=N2)C2=O,-4.94,augment,,,CCC=CC=CC=C1C(=O)CCCNCC2C=C2C=NC1=O
CCC=CC=CC=C=C=CS1(O)[C@@H1]2CCCC=C12,-4.6,augment,,,CCC=CC=CC=C=C=CS1(O)C2=CCCC[C@H]21
CCC=CC=CC=CC#CCl,-3.17,augment,,,CCC=CC=CC=CC#CCl
CCC=CC=CC=CC(=O)N1CCCCC1=N,-4.13,augment,,,CCC=CC=CC=CC(=O)N1CCCCC1=N
CCC=CC=CC=CC(C)C(=O)CC=CC(C)SC=CC=CC=C1N=N1,-3.8,augment,,,CCC=CC=CC=CC(C)C(=O)CC=CC(C)SC=CC=CC=C1N=N1
CCC=CC=CC=CC(C)C=O,-3.74,augment,,,CCC=CC=CC=CC(C)C=O
C=1C(O)C2=CC=C[C@H1]2OC(=O)C=1C=NCC=CC=CC=CCC,-4.67,augment,,,CCC=CC=CC=CCN=CC1=CC(O)C2=CC=C[C@H]2OC1=O
