idx,smiles,delta_g_kcal_mol,source
3161,CC(C1)CC=C1CCCC(NCCC[C@@H1]C=CC=CCCC2N=C2)=NC,-3.36,augment
3162,O=C(OCC=CNN(O)NC[N+1](=O)C=CC(=C)CC1C)C1=S,-4.88,augment
3163,C1C=CC=C(CCC(N)C([C@H1])C=CC=CC=O)C1,-4.62,augment
3164,C=C=O,-2.42,augment
3165,CC[NH2+1][NH2+1]C([NH2+1])C(C)=CC=C(C(=O)CCCCOC=O)C,-1.29,augment
3166,C1CCC=CC1N,-3.61,augment
3167,COC(=O)C=O,-2.5,augment
3168,C1OC[C@H1]CCC1,-2.85,augment
3169,CCC12C(CS)N(C(O)C=NC(N)C(C)C=C)CCCC1=N2,-3.19,augment
3170,C1OC=CCC1,-2.72,augment
3171,C[C@H1]C1CNC(O[NH2+1]C(C=CC2)C=C12)P,-4.16,augment
3172,C1=CCCCN(C=NC=O)C=C1,-4.47,augment
3173,CC1SC=CC=C1N(C)C[C@H1]C=O,-3.88,augment
3174,C=C(CCC(=O)CC1=CC1C)CC=NC(C=CCC2)CC2,-3.92,augment
3175,O1C(C)/C(N)CCC1C(=O)NNC=CC=C(Cl)C,-3.84,augment
3176,C1CC[C@@H1]1CO[C@H1](C)NC(C)F,-2.7,augment
3177,O=CNCCCCCNC=CC(C)CO,-2.46,augment
3178,CCOC=C(C)CSC[NH1+1]C=NC=O,-2.81,augment
3179,CN(C)CC1CC(C=O)=CC2=CC(=C)C=NN=CC3C1CCC4=C3N2OCC4C=C,-4.98,augment
3180,CCNSC=CN=CC1CC12CNC=C2CCC#CNC,-3.4,augment
3181,NC(O)C=CC1=NC=C1F,-3.3,augment
3182,CC=CC=C(NN(C)CCC(O)NCC1=O)C1=O,-3.73,augment
3183,CC(C)C(=O)C(=O)C=O,-3.06,augment
3184,C[C@H1]=O,-2.33,augment
3185,C1C2(C)[NH1+1]1N=CN2C=O,-3.37,augment
3186,O=CC=CCC1C2=CN([NH1+1])C1CC[C@@H1]CCOCC=C2,-4.35,augment
3187,C=CC[C@@H1](C)CC=O,-2.96,augment
3188,CCNC(=O)C(=O)NCC[C@@H1]C=CC=CS=1C=C(O)C=1C,-3.38,augment
3189,CCCC=CCNS(C)N=CC=CC(OC)CC=O,-3.45,augment
3190,CCC=CC=CC(F)CCNCCC[C@@H1]NNC=NC=O,-2.37,augment
3191,C1CCC=C1/C(C2)NC=S\CCCCC(F)=C2O,-4.42,augment
3192,CCC=CC=CC(=C)C=O,-3.53,augment
3193,CC1CCCCC=NN(C)C=CC2=C1C=CC=C2NCCCCCC3CO3,-3.84,augment
3194,CC=CC=CN(C[C@@H1])CCC[C@@H1]C1CC(C)C=C1C,-3.51,augment
3195,CC(C=CC=CN(CC)C=O)[C@@H1](C=CCCCCC=C1F)N1N,-4.22,augment
3196,CC(C=C=CC(N)CC1N[NH1]C(=O)NCC2)CC1=CNC2,-4.82,augment
3197,CC=CC(C(=O)CNCC=[C@H1])[C@@H1]SCOC=NC=O,-1.68,augment
3198,FC=CC=CC=O,-2.87,augment
3199,CCCCOOCCC=C(C(=O)NCCCCC(C)OCC1)C1,-4.04,augment
3200,C12CCN1COCCC(O)C(C3)CC4C=C3CCC42Cl,-4.44,augment
3201,CCCC=C=CNC(=O)NOC(C)OC(C)C,-3.64,augment
3202,CC=C(CCC1N2)C1C3SC4=C2C=CC=CC=C4S3=O,-5.29,augment
3203,CCOC(=O)OCC=O,-2.57,augment
3204,CC=CC=C1N=CC=NC1=O,-3.69,augment
3205,C#CNCC=C,-2.15,augment
3206,C=CCNCN=CS/C=NN(C1)C=C(C=CCOC1C2C)C=CC=C2O,-4.77,augment
3207,C[C@@](CNC=CN=CC=NC1=O)=CCCC1,-4.09,augment
3208,CCC=CC=CC=C/C=C/SC1C2C13CC(C)=C2C3,-4.22,augment
3209,C1CCC1C23OCCC=C2C=C[NH1]C=CC=C3NC4OC=CC4CC,-5.16,augment
3210,C[NH1+1](C(CC=CC)C(=O)NC=O)NC=CCCCCCC=NNNC,-1.71,augment
3211,CC1C(CC=CC2=CN(C)C=O)CC=C12,-4.45,augment
3212,C1COC1C2C3=CC4=C2CCC3NC=C4C=CCC,-4.22,augment
3213,COC=CC=O,-2.4,augment
3214,CC[C@@H1]1CCC2CCCC=C1NCCCO2,-3.93,augment
3215,C1CCCC(CN[C@H1](C[NH1+1]CCC(=O)C=CCC(Cl)C)C1CC2)O2,0.0,augment
3216,C1CN1NN[C@@H1](C=C2C=O)C=N2,-4.24,augment
3217,C1[C@H1](O)CC=2N1CC(=O)C(C)C(O)(C)NC=2OC,-3.46,augment
3218,C=1CN(C=O)NC=C(C=1)C=C2CCOC2CCCCCC,-3.91,augment
3219,CC(C)C=C(C=O)CCCO,-3.61,augment
3220,COC=CC(SCCC1=NN1CC=CC(C)/C2=CC=C3)C=C23,-4.27,augment
3221,CC(C1)(CC)CC=C1CCNC(=O)NC2=CC=NN(N)CCC=CN3CC23NC4C=N4,-5.07,augment
3222,O=C(CN)C=CC=C(C)CCC[C@H1]CC=CC=CF,-3.67,augment
3223,C[C@@H1]CNNNC(CC1CC=O)N=C1C=O,-3.76,augment
3224,CCCC1C=CC=CC=C1CCCCSCN=[C@H1][NH2+1],-4.12,augment
3225,CNC=CCC(=N)C=CCOC(=C)N(C1)C=CC=C1F,-3.5,augment
3226,C12[C@@H1]CNC(C)=NC1C(C)C2(C=N)CNC=3C(C)(F)C=3CC,-3.67,augment
3227,CC(C=CCCOCCCC=CCC)C=CC(=O)NCCC=O,-3.64,augment
3228,CNCNCN[C@H1](N)CNC(N)N=CC(C1)CC1SCCSCCOC,0.0,augment
3229,C=C=CCC(=O)NCCC=[NH1+1]OC=NC=O,-3.34,augment
3230,C[C@H1]CCCC(=N1)C1OC=O,-2.83,augment
3231,CCC(C)C=C(CNC=C)C(=C)C=CC=CC=C[NH1][NH1+1]CC,-3.84,augment
3232,C1OC=CC=C/C=C1COC=C(C)C(C[C@H1]C(=C)CC)=CC(=O)C=O,-3.74,augment
3233,COC=CC1NC=CNC(C2)N[C@@H1]2C[C@@H1](C)CC1S,-3.99,augment
3234,CC12OC=CC=CNC=C=C(C#N)C=CC(C)=C1C=C2,-4.18,augment
3235,CCOC1=CC=CC1=O,-3.32,augment
3236,CC=NN=C(COC(C)N)CCCC(C(C)C)CCC=NO,-1.15,augment
3237,C1COCC(=C2)C(N)CC=CC2CC(C(=C)CC)=C1C=C,-4.08,augment
3238,C1NCOCN1CC[C@H1]CCCC2=C(CCCCC=C2)CCC,-4.25,augment
3239,O=C(C=CC1=CC(CC12CF)SCC2C3=O)C3,-4.54,augment
3240,C[C@@H1]CCC(O)C=CC=O,-3.04,augment
3241,CC=CC=C(C(C)NNN)C(C)NCCC1CCCCC1CS,-2.24,augment
3242,CCOC(C)[C@@H1](NCCC(=O)C(C)(O)CCC)C1CC=C1,-1.61,augment
3243,COC=CCCOC(C)C(=O)C=CC=C1C=CCCS1C=O,-4.18,augment
3244,CSC1=CC=C=C[C@H1]1,-3.0,augment
3245,CC=CNCC(CNC=CC=O)C=O,-3.13,augment
3246,O=C(C=CCCOC=C1CF)C#CN1,-3.61,augment
3247,C1C=CN=C1/C=CC=CCC=CCC2C[NH1]C(=O)NC=CNC23CCCSO3,-5.43,augment
3248,COCCC[C@@](CC1)=CC(=O)C(=O)NC=NC[C@@H1]CCC1C,-4.52,augment
3249,CN(C1=O)CCC1(F)CCNC=CC=C(N=O)CC=C,-3.55,augment
3250,C1C(CCC=C)C#CCCCC1NCCCCCNC(=O)C,-3.92,augment
3251,COCCCC[C@@H1]CC[C@@H1](O1)NNCCC1C2[C@@H1]CCC2C=C,-2.48,augment
3252,CNC=CC=CC=C1C(N)[C@@H1](N)C2(C)NC=CC(OO)CC=CC=NS21,-4.78,augment
3253,CCOC(=C)C=C=CC=O,-3.24,augment
3254,C1OC(=O)C=CC2=CPC=C(NC)C=CC(F)=CCC[C@@H1]2OC1COC=CC#C,0.0,augment
3255,O=C([O-1])CC=CC1=CC=C2C=C12,-4.38,augment
3256,C=1CCCN=1,-2.61,augment
3257,OCOC1=CCN/C=N[C@H1](C)C(C2(C=C21)CC=C=O)CCF,-3.6,augment
3258,CC(=N1)C1C=CCC(O)(C)C(C)C,-3.49,augment
3259,COCC(CO)C(CCNC=C1)C(O)C=N1,-2.65,augment
3260,C1CN=CC(N)CCCN[C@H1](C)C(=O)NC=NC(C)C=CNC=N1,0.0,augment
3261,COC=CC=C=N[C@@H1]C(N)[C@@H1](CC)C=O,-2.7,augment
3262,CN(CCC=C(C)CC=O)C1CN(C)CC=CC(C)=C=NN1,-4.26,augment
3263,CC=NC=C=C(C1CN(C)NSCCOO[C@@H1]C2CCCCC=C2C)C1,-3.43,augment
3264,COC(CCC1=CC1C)C=CCCCC,-2.94,augment
3265,COCCC[C@H1]1C(C=O)C=C=C(C=CC=CSC=CC=C)CO1,-3.84,augment
3266,CC=CC=CC#CC(CC[C@H1]C)=O,-3.42,augment
3267,CC=NC=C=CN(N)CCC=N[C@H1]C=C1C=C[NH1]C1,-3.51,augment
3268,OC(N)C1[NH1+1]NCC[NH1+1]1C[C@@H1]C=O,-2.68,augment
3269,CCNNC(NC(=O)N=C1C=CC=C1CCCC)C=CC=CC2=CCS2,-3.99,augment
3270,O=C(CNCCC(C)C=CC=CF)C1CCC=C=C1,-3.69,augment
3271,CC(C)CC[C@H1]=C=CC[NH3+1],-2.81,augment
3272,COCCNCC(=C)NCCCC(C[NH1+1]1CCCC1)C,-1.07,augment
3273,COC=[C@@H1]OC=C(C1)[C@H1]C(C2)C=NC=CC=C21,-4.03,augment
3274,CC[C@@H1]CCCSCCCC1CNC=CC1C=NCN,-3.34,augment
3275,CC(C)CCSCCC(C)C[NH1+1](C)C=CC=O,-2.99,augment
3276,CCC=CC=CC=CC(=O)N1CCCCC1=N,-4.13,augment
3277,CCOCCNCCC(=O)CCCCCNCCNC=C[NH1]CC=C,0.0,augment
3278,C1C=NN=C1C=CCC=C,-3.54,augment
3279,O1[C@H1](C)[NH1+1]CC=C1NCCNCCN(C)C(C)C=C,-2.01,augment
3280,C[C@H1]1OC=CC=C(OC(=O)C(C)CC1C=C)C(=C(O)CC)C#N,0.0,augment
3281,O=C([O-1])C=CN=CCOC(=NC)CCC1CC1([C@H1])C=NC#CC,-3.9,augment
3282,COC=CC(C=CC=CC=CS)(O)NC=O,-3.04,augment
3283,CNCNC(C[NH1+1]CCC)C(C)C=CC=O,-2.97,augment
3284,CC[C@@H1](C=O)C=CC=CN(C[C@H1])C=NC(=O)C(C)(C)O,-3.09,augment
3285,C1OC=CC=C1,-2.67,augment
3286,CC=CC(C(=O)CC=CC=O)NCCC=C1CC2=CC1=CC2,-4.27,augment
3287,C1OC=C2C=CC1C[C@H1]2C(C[C@@H1])(O)C=CCC[NH1]C=O,-3.86,augment
3288,C1C(C)(C=CC=C1)S(C)(=O)C2=CC=CC=C2NN=NCOCCC=CCOC,-3.58,augment
3289,C1#CC(=O)N1NCC2C3C=CC(C)ON(C)C=CC=C2N=CCS3,-4.49,augment
3290,C[C@@H1]C[C@@H1](C=O)C(C1)C=C1OC(C)CC,-3.24,augment
3291,CC(C)C1C=C=NCC(=O)CC([NH1+1]C2)(CCCC2O)CC=C1,-4.76,augment
3292,N1C=NN1COC2NC=CC=NC=CC=C3C=C32,-4.65,augment
3293,COC=CC=CCCCC[NH2+1]C[NH1+1](C)CC(N)CCC(C)(O)C,-2.21,augment
3294,C=NN(O)C=CC=O,-2.93,augment
3295,C1C=CC=CC(C=O)CC1,-3.71,augment
3296,C=CC=CSCNC(C)CCNCCC=O,-1.63,augment
3297,C1CCC=CC=C1C2CN(O)N=CCCCOC[NH1+1]C(C3)(SN)S3S2,-4.42,augment
3298,CCOC=O,-2.11,augment
3299,COC=CC=CCC=CCCC(=O)C=O,-3.22,augment
3300,CCCC(C(=O)CCC(=O)CCCC1CC)CC1CCC=O,-3.85,augment
3301,CCOC(=C)[C@@](CNC)C=C(C)NC=O,-3.08,augment
3302,CNC(C)C1C=CN(C1(C)O)C=C(C2)N2,-3.77,augment
3303,CCC=CC[C@@H1](O)[C@H1](CC=O)NCCC1C=C1S,0.0,augment
3304,CCOC1=CCCCC1C=O,-3.55,augment
3305,CC=CC(NCNCSC=NCNC)=C1C2=CC21CC,-2.47,augment
3306,O=C(C)NC1=CC2=C(F)NC(CNCC1)C=CC=C2[C@@H1](C=3)C=3,-4.33,augment
3307,C1COC(=O)NC(C)CNSNCC=C2C=C(C)CC(CCC=CC2)C1,-5.59,augment
3308,C1OC(=O)C=CCC(C)NC1N[C@@H1]CC[C@H1]2NC=CC2(C)C=CC=C,0.0,augment
3309,COC=NC=C[C@@H1](C=O)NCCNCNC1(NCCCS12COC)NCC2C,-1.75,augment
3310,C=C(SC=NC=CCC1(CC=CC)F)C#CCCC=C1CN,-4.42,augment
3311,CC(C)C=CC/C=NNCOCC1C2=C=C2C=C1ONN=COC,-2.66,augment
3312,CC(C1)C=C2C(N1CC=NC=O)CN2CC=C=C,-4.18,augment
3313,C=CC1N[C@@H1]CC=C1C=O,-3.49,augment
3314,CC1OC(CC2C=C1SC2=O)CCCCCS,-4.06,augment
3315,CC=NNC(C1=CC(N(C)[NH1+1]CCOOC2CC=C1S=S2C3)=C)C3O,-4.18,augment
3316,CC=C1C=C(OCC2NC2C3NC=CCN3C=C)C1Cl,-3.95,augment
3317,CC(C)[NH1+1]CC[C@H1](N(C)CCCC[C@H1]C)CCCC=O,-2.27,augment
3318,C1CCNC=CCCC1[C@@H1]NC=NN([NH1+1])CNCC(C)(NC)CC=O,-2.72,augment
3319,O=C(ON=CCNC(=O)C=CC=C1C)N1N=C2C=C2CCCC,-4.38,augment
3320,CCNC=CC=CCCC=CC=O,-3.48,augment
3321,C[C@H1]CC[C@H1]NC1C2C(C)CC1C2C=O,-3.44,augment
3322,C1[C@@H1]C[C@@H1]1CCNCCCCCC=O,-3.48,augment
3323,C1CC=CC=CCCC=CC1C(O2)NC[C@@H1]C3CC=C(CCCC2)C3,-5.44,augment
3324,CCC=NCCC=O,-2.75,augment
3325,C=1C=CC=CNCC[C@H1]CNCSCC[C@@H1](C)C(COC=1)C=O,-5.55,augment
3326,C1C=CNC(C2(C=O)CC2NC)C=CS=NNNNCCC=C1CCNN,-4.75,augment
3327,C[NH1+1](C)CCC1C=C1NC(=O)N[C@H1](C)C=CC=CBr,0.0,augment
3328,C12C=CC(C)NNC1CSCC3(OC=4)C2CC3C=4C,-5.18,augment
3329,CCOC=CC=CCCC=C(CC)CC1NC(=C)C=C1C=O,-3.83,augment
3330,C=CC=CCNN[NH1+1]CC1CC2C=CC2[C@H1](C)OC=CC=CC=CC1=C,0.0,augment
3331,CC=CC=C(C=O)C=CCC=O,-3.72,augment
3332,C=C(NNCNNCNC(C=NC=CCC(O)C1=O)C=CC=C12)C2,-4.64,augment
3333,CSC=CC(=O)C=CC=CC=CC(CNN=O)C(=C)C=O,-4.42,augment
3334,COC=CN=C1CC2C=C1NSC=CC=CC=CC=CC(C)N2,-4.54,augment
3335,CC(C)CNC=CCCN1C(N)=C(C)C(C)=C1,-2.9,augment
3336,CC(C)C(CNC(=C)C=CCC)(C(=O)C)CCC=CC=CNSCCC,-2.8,augment
3337,C=12C[NH1+1]CC3=C(NCCCCC=CC=CC(C)C3C=CC=1C2)C,-5.32,augment
3338,CC(=C)C=CN=C=CBr,-3.77,augment
3339,O[NH1+1]C1C[C@@H1][C@@H1]1NCCC=O,-3.09,augment
3340,C1COC=NNN=CC=CC1C=CC=NN(NNCO)C=NOCSSC(C)C2C=C2C,-4.7,augment
3341,CCNNNC=C(O)C=CC=CC=O,-3.33,augment
3342,CC(C)OCCCN(C1=O)C(C)N1C=CC=O,-3.88,augment
3343,C[C@@H1]CCCCCCC=CC=CCNN(C=O)CCC=C=O,-3.1,augment
3344,C1CC=CC1C(CN)C(=O)CC(C)CCC2CCCC2=N,-2.87,augment
3345,O=C(OC=C(C)C=NC[NH1+1]C)CNCCNC1=NCCC=C1C,-3.06,augment
3346,CCC=NCCNC(C)C1CC2(N)C(OCCC=CC1)C2,-4.53,augment
3347,C1C(C)=C(C)C(=O)CC2NC=CC=CC=CS=CNS2=CCC1,-4.93,augment
3348,CC[C@@H1]CCC[C@@H1](O)C[NH2+1]C=O,-3.35,augment
3349,CC=CC=CC(CCC)C#CCC(=O)[C@@H1]SC=CCCCC,-3.09,augment
3350,O=C(NC=CC=CC=CC=CF)NCCC=C=C,-3.8,augment
3351,CC[NH1+1]C=CC=CCNC=CCC[NH2+1][C@H1]CCCC=CC=CN=CN=CC=CN=CC1C=C1O,-2.97,augment
3352,CCN(CC)OOCCNC=O,-1.7,augment
3353,CC=CC=CC=CS(NC(O)\C1=NC=CC1)CCl,-3.2,augment
3354,CCCC(PNC1=CC=O)CC1=N,-4.48,augment
3355,C1C=NC[C@@H1]1CC=O,-3.1,augment
3356,CC=NC=C1C=C1C(C=O)OC=NCC,-3.19,augment
3357,CC=CC=C(CC(N)CCC=1CC2O)C=1CC2CF,-4.35,augment
3358,C1C(C)CC(C)C=C(OC)SC1[C@H1](O)CCC=SC#C,0.0,augment
3359,OC(C)C=CN=CCC=NN(C(=O)C(N)NNC)C=CC(=C)[NH1]N=O,-2.38,augment
3360,C[C@H1]C[C@@H1]NC(=O)C(=O)NC=CNCC1N(C)CCC1,-3.1,augment
3361,CC[C@@H1](C)C(O)OC=CC=C(N)CC[NH2+1]NC=NC=CCCC#C,-2.88,augment
3362,CCOC(=O)N=C(C)C1C=C1,-3.34,augment
3363,CC[NH1+1]CCONNOCCSCN[C@@H1](CN)C1(C)C=CCC1CC=C,-0.29,augment
3364,CCCC=NC(=O)NC=CNOC1CC(C=CC1)C(C)CC=C=C=C,-4.4,augment
3365,C1[NH1+1]CC[C@@H1](CC)C=CSC(C)CCC=CC=C1C=CC=C(C)C,-5.7,augment
3366,O=CNC=CC=CCCC(C)=CC=CC=C(N)C=CCC,-4.07,augment
3367,C1C=CC=NC=C1N(C2)S2=O,-3.95,augment
3368,C1CC=CC=C1C(O)C(=O)C2CCNC=C2OCC=CC=CC,-3.97,augment
3369,C=CC=CC=C(F)C(=O)C=CCCCC(C)[C@H1](C)C=O,-3.79,augment
3370,C1CN=C=CC1(C)C=O,-3.53,augment
3371,COC=NCCCC=CC(C(=O)N[C@@H1]CC(=O)CC1=CC1O)CC,-1.18,augment
3372,CC(C)CCC=CCOC([C@@]1)[C@]CCCSC=CC1=C,-4.78,augment
3373,CCCCCC=CC(OC)C=NCN(CCC=C)NC=O,-2.67,augment
3374,CC=CC=CCNC1COOC(=O)C(C)CCCC=CC(C)C(C)C=C1,-5.23,augment
3375,CCCNC(C=NCC(=C)N=CC)C=NNC=CCCCCCC#N,-2.72,augment
3376,O=C(C)NCCNC[C@H1]1CCOC[C@H1](C)C1F,-3.41,augment
3377,C[NH2+1][C@H1](CC=NC)C=C=CC(C=C1C=C(C)C1N)CCN=CNC=C,0.0,augment
3378,CCCONC=CC=C1/C=C1[NH2+1]NC(=O)NC=CC=CC=NC=C,-4.28,augment
3379,CCOC=CC=CC=CNC(=O)C=O,-3.57,augment
3380,O=CN(C(C1)C)C1(C)NCC2=C=C2NN=N,-3.69,augment
3381,CC=C1C=C(C2)[C@@H1]1NCCS[C@@H1]2O[C@H1]CCCF,-3.67,augment
3382,CC[C@H1](C)OC(CC)NC=CC=CC=CS=CCC=CC=O,0.0,augment
3383,C/[NH1+1]N(CCC(COCC)C(C)C=C1C)CC2=C1C3=NC3C2,-4.18,augment
3384,C1C=C(C)N1C(C)C[C@H1]2CCCN(S3CC(=O)N)OCC=C23,-4.27,augment
3385,CCOC=CC=CNC(=C)COCONN(C1)CC1C,-1.79,augment
3386,CCCNC(=C)C=CC(C)CC=CC1C=CNC2OC1CC2,-4.16,augment
3387,CCOC=CCCNS(=O)NCCNCC=CC(=C)C(=C)C=CCS,-1.16,augment
3388,COC=CC(CS1C(=O)NC=C2C=CC=CC=C1NN)(C)C2OC,-4.11,augment
3389,CNC(=O)CC=C1N(C(=O)C(=O)N1)CCCC(C)=CC,-3.82,augment
3390,C1C2N=C(S)SCC=NC=CC=CC=C2C=CC=C1,-4.81,augment
3391,CCC(C)(O)CCCC1=NC2=CC3=NC=C1CC3=N2,-3.01,augment
3392,C=[C@H1]CC=NC=NN=CC(=O)CCCN,-2.62,augment
3393,C[C@@H1][C@@H1]C=NC1=C=C(NCC)CC=CCC=NC=C1CCC=CCC,-4.4,augment
3394,CC=NCCCNCC(C)C=CC=O,-3.1,augment
3395,CCOC(C)C=CC(OC=CC(OC)C=CC(=C)SC)CCF,-2.88,augment
3396,O=CO,-2.18,augment
3397,O=C1CCN(CF)C=CC2=C3N=CC=CC=CC=C3N21,-4.2,augment
3398,CC=CC=C(N)SC=NC=CC=CC=CC(=O)C=O,-3.63,augment
3399,CC=NC=C(C)C(S1SSC(=O)C=CC=C)C=CC=CC1=C,-4.67,augment
3400,CC[NH1+1]C=NCC[C@H1](O)C=O,-2.62,augment
3401,C1COC=C2C(CNC=O)C=CC3=C1C3=NC=C2,-4.52,augment
3402,C#CC=CN(NC([C@@H1]CCCC=CC=CC)NC)CF,-3.08,augment
3403,C1COC1C=O,-2.7,augment
3404,CCC[C@@H1](C[NH2+1]C(=C)C(C)(NC)CCCCF)COC#C,-2.76,augment
3405,CCC=C[NH1+1]=C([C@H1]CCC1=CC(O)NC=CCCCC=O)CCCC2CC1C2,-3.59,augment
3406,CC=C(C[NH3+1])[C@@H1]C(=O)CF,-2.21,augment
3407,C1C=NC=CC(=CSOCC2CC3=CC=C2)C=C3OC4NC4OO1,-5.42,augment
3408,C1C=NC=CC=C1CC(CC)NCCC#N,-3.63,augment
3409,CN(C)ONNC(=O)N(CC=CCC)SC(=O)CCCCCCC=CC=C,-3.46,augment
3410,CCCCCC(N1C(=O)N(C=CC=C)NC=CN=COCC=C2C=CC=C1)C=CC2,-5.0,augment
3411,CC=NN(C=1C)CNC=1C2=CC=CC=C2[C@@H1](O3)C4=CSNC=C3C4=C,-4.94,augment
3412,C1C=CC=C(N\C(=O)C=CN(F)C[N+1]CN=C2)C21C,-4.44,augment
3413,CC[C@@H1](O)N=CCCC=CC(C)CCCN=CC(OC=O)C=O,-1.67,augment
3414,CCC=CC=CC=C(C(=O)CCCNCC1C=C1C=N2)C2=O,-4.94,augment
3415,CC1C[C@@H1]1CC(=O)NCCC2C=C2NCC3[C@H1]CCC(F)(O)C=C3,-3.72,augment
3416,CC[C@@H1]CCC1C=C1C[C@H1]=CNC2=NC=CC(C)COC2[NH1+1]CC3CC4C(C)=C43,-4.21,augment
3417,C1COC2CN1CN2NC=CC=CCCOC(C)C=CN=CSS=S,-3.64,augment
3418,CC[C@H1]COCOC=CCC(CCCCN)C=CC=NCCCN(O)CC,-0.31,augment
3419,CC=CC=C1CNC(C)NCCOCCC2C3[C@@H1]1SC2C=C3,-4.98,augment
3420,CCC=CC=C1CCCNC1C=O,-3.52,augment
3421,CC(C1)[C@@H1]1CCC(C2)[C@@H1]2N(C3=CCC)CC=C3,0.0,augment
3422,C1#CC=C1CCCCCC2CNNC3NCC=CCC4C2CCC4C3C,-5.08,augment
3423,C1OCCCC=C1NCCNC=CC=O,-3.42,augment
3424,CCC1CC=CN[C@H1]1C=O,-3.44,augment
3425,CCOC(=O)C=CC=CC=C(O)C(=O)C=O,-3.2,augment
3426,OCC=O,-2.09,augment
3427,COC(=O)CC=CC=CN(O)C=O,-3.64,augment
3428,CC=CC=C(CC=CC=C)CN(NCCCCCON)C=CC=CN=C=NN=NC,-3.66,augment
3429,O=C(C)CC=CC1=CSCNN(C=CCCOC=C[NH1]1)C=O,-4.71,augment
3430,COCCCCNC(SCC=C(C)C=C1NC=CC=C1O)C[C@]S=O,-1.56,augment
3431,COC=CC1=CC#CN1,-3.12,augment
3432,C1[NH1+1]CCCNC([NH1+1])NC[C@H1]1CC(=O)CC(OC)CC=O,-2.26,augment
3433,CCN(CCCCC)CC1=CSC=NC(C2)C=CC=C21,-4.05,augment
3434,C[C@]CNC(C=NC=C)=C=C(C=CC=C1)C1CC,-3.49,augment
3435,CCN(C=C)/C=CC=CCC1C(N)C=C2N(C)C(C)C2C1=O,-4.19,augment
3436,CCCCC=CC1=CC=C(C=C1C)C=O,-4.29,augment
3437,O=C(CCCC=C[N+1](=O)NC)F,-3.55,augment
3438,C1C=C1C,-2.04,augment
3439,COC=CC1CC12OC(=N)C(=O)C=CC=C=COC2C=CC=O,-3.82,augment
3440,CC(N1)C(=O)CC([C@H1])CCC(C)C=CC(=C)CCCCC1,-4.99,augment
3441,C1C=CCC=C1,-2.45,augment
3442,CC(C)CSCC(=O)C(=O)C=CC(=C)C=CC(=O)NNC=CS=C,-3.91,augment
3443,CCCC=C=O,-3.06,augment
3444,CC(CCC=O)NC=CC#CC,-3.36,augment
3445,CCC1NCCCO1,-3.22,augment
3446,CC=CC=CN(NC(=S1)C2)OOCC1C=C2Cl,-4.62,augment
3447,CC=CC=CC=C1SC=CC1CC(=O)C[C@@H1]C(C)C=C,-4.25,augment
3448,CC(=O)C(CN)(C=O)[C@@](C)S(=O)NCCCC=CC=CC,-1.84,augment
3449,CCC=CC(OC=CC(O)NC(=N)C=CC)COC=O,-2.07,augment
3450,CC(=O)[C@@H1]CNC[C@@H1]CC=O,-2.73,augment
3451,CC1COC(C)=C1C=O,-3.14,augment
3452,C=C(C=CN=CCNCCCC=CC=CC1=NCC=CC=C)C=C1CN(C)C=C=O,-5.03,augment
3453,C[C@@H1]CCCC=O,-2.71,augment
3454,CC(NCCC)(C=O)CCC(C1)CC(C)C=C1C,-3.29,augment
3455,COC(=O)C=CC=CCC[C@@H1](C)C(CC=CN1)=N1,-4.07,augment
3456,C[C@@H1](C)CCC=CC(C)CCC=C(C)CCC,-2.98,augment
3457,C1C=CC=C1CCCNCCC(N)C=CC=O,-4.04,augment
3458,C[C@@](C)OC=CC(=O)C=O,-2.82,augment
3459,C[C@H1]CC=CNCC(C=O)(F)SC=C(CCCC)C=O,-2.71,augment
3460,O=C(N[C@H1]=NC1NS=CC=C)C=CC=CC=CC=C1C=CO,-3.99,augment
3461,C/[NH1+1](O)C(C)CCCF,-2.9,augment
3462,C=1CC=CC=C=1,-2.47,augment
3463,CC[NH1+1]CCCC[C@H1](CN[C@@H1]CSN[C@@H1](C)ONC1CC2C)[NH1+1]2CCC1=C,-3.8,augment
3464,C[C@H1](COC(C)CCC=CCC=CC1)C1NCC=COC(C)=C,-4.65,augment
3465,C1C2(C)N=C1CC2C=O,-3.45,augment
3466,C#CC=CC=C1CONC(=O)C(C=CSCOC=C1)C=CC=CC=CC=C[O-1],-4.26,augment
3467,CSCCCNC[NH1+1]1OC=CC=CC=C2C=C2CC=C1,-4.13,augment
3468,CCCC=C(C)NC(S)CC=CC=O,-3.47,augment
3469,C1C2(C)C=C1OC=C2NC=NC=O,-3.87,augment
3470,CCNC=CC=CC#CCNC1=CC=CC=CCC2(C)C=CC=C12,-4.98,augment
3471,CC=CC=CC=CC=CNCC(C)NCSNNCN1CCCC=2C1C=2C=O,-2.92,augment
3472,C[C@H1]CCC[C@H1](C1)CC(C)=CC=CN=C2C=CC=C1C=CNC=C3C2O3,-4.62,augment
3473,C[C@H1](C1)C=C1N2N(C(C)C3)CCCC2C(C)C=COS3,-4.41,augment
3474,C=C(NCC=CCC1CCCN1CCNCNC)CC(C)CC2C=C2,-2.71,augment
3475,CC(=O)CC=C=CC(=C)CCC=C(C)CCC(C)C,-3.93,augment
3476,CCC=CC=CC1=C[C@@H1]1CCSC=O,-3.81,augment
3477,CC(=O)CCOC=CC=C1C=C1C=C,-3.78,augment
